ResponseId,ClimateLong,Post,Climate_headline,Climate_fraction_ai,Climate_fraction_ai_assisted,Climate_fraction_human,Post_headline,Post_fraction_ai,Post_fraction_ai_assisted,Post_fraction_human
R_2n1kibwFDzuJYKy,Extreme weather events; glacial and snow loss in the Alps; Ecosystem disruption,"We can start by using more public transport. By using trams, buses, or trains instead of driving or taking short-haul flights, we can cut down on carbon emissions.
Turn off lights and electronics when not in use. 
Bring a reusable water bottle, coffee cup, and shopping bags.
",Fully AI Generated,1.0,0.0,0.0,Fully AI Generated,1.0,0.0,0.0
R_25uTiCXdhHR3gDr,Biodiversity changes,"I will try to reduce my impact by biking, eating less meat, and not buying things I do not need. But climate change is not something we can fix alone. That's why i think it's important to organize with others, to push the university to cut ties with fossil fuels and demand real political action. It's about changing the system, not just our habits!!",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8VChEeZOfp6KG9H,Humanity could go extinct or at least life is not livable anymore.,The fight against climate change doesn't work if nobody is ready to give up some of the luxury we currently have. It is though our responsibility to do this in order for us to preserve the planet for future generations. Every individual counts even though it may seem that one person alone won't change anything. It is very important to question one's habits everyday again as often things can be found which can make a big impact without really hurting to change.,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2VEO9DGegJGO3tf,"Inability to adapt to the changes, trying to compensate for loses (which would't be sucessfull and lead to devastation)",,Fully Human Written,0.0,0.0,1.0,,,,
R_8kRFa7D4QrPqzgy,Living conditions are worse,optional,Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_22l6sSVqMyEYbde,"Heat, destruction of nature and natural ressources, extinction of species
","Through being conscious about where the food comes from and choosing locally produced food, we can diminish the CO2 production. As well, taking the public transport or biking will allow to reduce the CO2 production.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2kWniu85c60ieK5,"Natural disasters, droughts, hunger, spread of tropical diseases, collapses of ecosystems
","Climate change is a global issue, but we're pushed into seeing it as an individual responsibility. While it's super important for each of us to do their part, and I myself have been living vegetarian, buying secondhand and given up on flying for years now, we as students and ''normal'' people are NOT the real problem. It's the institutions trying to make us feel like we're the responsible ones that are responsible for most of climate change!",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2s6bD1rfZOsKBG1,"That animals go extinct or that they suffer. 
Also animals that are important for our ecosystem.",-,Fully Human Written,0.0,0.0,1.0,AI Detected,0.0,0.0,0.0
R_8NevVgLMacZ8ld0,"I think over the world, weather patterns will change and there will be more natural catastrophes. That will, disturb living conditions all over. This will bring financial and physical problems to people that are directly touched but will also influence the world economy and therefore people who might not be directly touched. Another thing is that there's a huge biodiversity loss and extinction of species, which will have unforeseeable but probably very negative consequences, those I think will be more distributed, where the weather changes will probably first affect places that are already more precarious, i.e. already have extreme weather.","I think students have different ways of contributing to combat climate change. First off, voting and electing in the interests of combatting climate change are important. Secondly we can all look at what we consume and how we travel. I think the first one has a bigger impact, as I believe climate change needs to be primarily combatted systemically not individually.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_6wTxjG4zRoetc7d,"Extreme weather events like droughts or floods, migration from areas severely affected by climate change","It is easy to feel hopeless as a single person vis-Ã -vis the large threat posed by climate change. However, awareness is growing. A survey found 96% of students to see climate change as a global threat. This makes it clear that none of us is alone in our worry - and if we act together, we can make a difference! This starts with small contributions we can make in our daily lives like
 ð´ââï¸ choosing sustainable transport options
ð eating regional and seasonal food and reducing meat consumption
ð® avoiding excessively packaged products
â»ï¸ recycling
ð using the expertise acquired in our studies to further research, drive innovation and policy change, and raise awareness

ðªð¼ Do you have any sustainability hacks? Feel free to share them in the comments!",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_269AzISOCvi2q8z,"Loss of biodiversity, loss of land near coasts, social issues rooting in the effect of climate change on different groups, extreme weather events",,Fully Human Written,0.0,0.0,1.0,,,,
R_2h29T2gCFaA1f8J,"weather extremes leading to food scarcity, which could in turn lead to migration and wars","I think the best way is to try to consume less, e.g. by reducing purchases of non-essential items like clothing and gadgets. When we have to buy something, try to buy it in a sustainable and fair fashion, e.g. by buying second hand, engaging in food sharing and so on.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8Eg9cnq5KAiLkUa,"War, social injustice, resource scarcity, loss of belief in democracies",,Fully AI Generated,1.0,0.0,0.0,,,,
R_2OhYf3UFb8u6921,"energy, environment, personal life","There are a lot of things we can do to help alleviating climate change induced problems, can be little, can be bold. Not being a climatologists, just draw on tiny little things in our daily lives, recycling all the time, saving food, no fast fashion, etc. Resonate with the nature, with the environment we are living in, be a part of it, responsibly and peacefully and happily.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8ouylgyPXjDibBf,"loss of biodiversity
increase in frequency and intensity of natural catastrophes which will lead to the loss of living space, resources etc. and will/does result in emigration and the loss of living space and therefore also has a huge impact on politics 
","Climate change is a global threat. This does not mean that we as individuals cannot have an impact. As students we may not have the resources to donate to charities and organizations that might directly fight climate change through various actions. However, there is a lot more we can do in our everyday lives. The most important of all hereby is to change our view on all the actions we can do in order to reduce our carbon footprint. Is it really that bad to take a ride on the bike instead of cursing about the traffic? Or does it even allow you to get some movement, free the stressed mind and might even save some time? Also, are you really missing something when eat less meat and other animal products or might you even gain new perspectives on how a meal can look like and which various possibilities of food sources we have? And the next time the letter for elections and votes is in your mailbox: Do you really need to be stressed out because it is too complicated and you do not have the time to get informed in order to elect the right person or vote for the best clause? Why can't it be really just enough to have a quick look on an informative website that illustrates the most important points and then you put your tick instead of forgetting about it? 
So take a second look on all the climate change actions and let's keep Earth as a place worth to live for all!",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
